Id,SalePrice
2658,101553.31914826125
2718,163159.62406417905
2414,215503.6070798946
1989,99795.64424079843
625,172755.56556579625
333,109772.76647241328
1327,112651.11040654648
858,139814.9725854733
95,192063.34661375493
1568,134421.91477701254
2482,150037.6645378808
1364,106516.97247080135
2584,158382.5821012205
818,262522.37010692543
2673,138452.14777816302
2089,164952.04742688008
1297,125789.85994787213
790,133351.72866002118
2616,201353.22158202625
720,171097.9433104031
222,148481.4322630272
557,124571.73160131942
1148,195151.42028035296
2766,157675.19959299834
534,162899.14367789854
1452,112000.35670116851
630,163377.2889680496
2648,120211.41372137502
125,158092.42343219288
1904,73135.22744437084
1670,109389.69030151816
756,92928.3696799607
717,155415.03550909317
1032,135030.96059641783
852,206670.2573617291
1731,183085.43313384807
2639,117229.04858099308
2071,99728.0320176453
1267,121762.4775313326
1851,177546.33350633408
567,153353.63738439576
2439,212224.86116345035
1898,146693.39123315987
647,180358.28219449968
2256,211902.8077754259
979,107744.73322202543
1444,240484.2944453469
2485,115512.23694493783
157,132770.3213513737
88,131379.5910790639
2003,111309.3719648749
186,193621.6771765358
1425,243922.0664972849
2695,123786.5321298517
738,117361.58413128108
395,129774.7546408762
1353,176676.23330578092
1878,159340.45483962732
390,151267.53881984644
1456,240134.309105335
1103,294680.72062738024
1387,127536.30161555273
2070,153326.7452591437
1199,171517.42430109877
2479,180767.3065910197
501,314157.9317924663
2362,100306.0607042079
1718,172469.4873646555
2188,88632.93548441166
1483,154038.54475143892
2557,104418.45522844153
437,331143.13928754086
2224,142856.5851406425
1628,186744.81966786308
397,148288.97777095725
587,190454.87432131503
971,153307.4393419003
2611,138231.36324834626
1887,113704.83716956935
2399,368508.9567352478
2148,204355.57702012113
304,110032.83513384529
1997,125411.12342196389
2817,162281.1477397377
1431,201753.05446071722
427,274336.7679332775
263,120108.49630637688
598,158684.0486522994
2895,233553.31106770592
687,117334.8835413777
1822,127615.77193811242
2191,113743.02357663613
179,115831.00685565622
1009,210793.71759315877
2010,124199.12083973376
1991,137412.89860010927
1411,165825.08858984933
1721,217446.51921363556
1144,201276.3843444907
593,243890.91622036812
575,289691.3739179361
1249,175817.73603028772
1604,129813.99629989896
1064,408890.18737835705
1923,138787.2555641841
1988,89729.72608579921
2325,172024.96435652438
114,185653.4240421281
2700,148621.0498021599
217,114850.27682763785
343,176049.8259902826
386,250563.9046475413
2005,140670.5814857532
2908,130177.96791464301
1814,228809.74790835287
2446,513953.619490091
208,128654.61542101573
1679,121183.22682984146
822,354385.5430528501
6,175583.9997724217
1781,345825.6266125193
2397,262965.2985584841
2340,349775.79110052786
1618,160553.4220142884
2843,155753.73869276393
1061,365787.98044569825
2786,120054.88668102332
1935,131580.15123572442
1341,135904.17887465018
521,280032.4877286456
2136,126259.63219780168
996,209868.98936737515
227,155258.9304118533
135,160060.4036243784
1167,159022.5883116763
294,241010.3170677725
1776,183026.77044539936
540,155761.47023768848
1717,172469.4873646555
2303,125718.75252613291
116,163128.79178893456
127,133471.00079449927
1371,130813.75986127576
1014,150879.36779933138
1507,108994.14331543386
702,132385.2161526035
750,138386.57561913406
261,156176.78466395786
1559,91231.46575404797
577,184779.83172762653
2812,200591.29106488512
2080,150622.77654040992
1368,96129.55267169054
2376,120993.7023881904
659,102451.25462832778
1235,143611.59279314708
332,102504.91601261924
1917,127382.67412786253
2094,255737.06408421355
1460,281225.6687455295
1471,218501.31722766106
1509,129130.21707409671
1922,123637.61288239445
433,472674.0958879676
460,270241.6006290488
1116,227338.6768695864
1137,152740.04246492955
53,166655.60962745367
2354,266053.3287990949
1475,192092.54610577525
1761,490808.5804940852
842,144243.3255490415
2739,172948.89480916123
2509,145906.96015570755
1007,221680.61624582144
2610,157903.22655193944
1952,87243.97382112476
2719,157673.8569625609
2921,106884.87571593041
1966,140530.98718494675
292,151130.06601986094
1204,193854.95830100513
1829,250098.02168075036
2419,187200.5367632804
391,165649.07869423565
798,116271.61107609121
481,214968.0728653432
193,160132.62515206894
555,129567.82822608328
899,95015.59963899078
2357,189463.5454429288
328,129290.9493910858
1356,108812.88704395082
1154,121206.0946249529
1730,183871.9974862164
2249,145742.58108958855
1119,286096.4357606494
2856,146334.7195610999
1394,146495.92073169726
2587,128371.1006776979
61,309021.91147066845
2661,155692.88957966593
2711,112978.20010611876
1147,190902.87585276613
757,132779.45245831474
2623,114953.46276619162
2378,146204.19995680376
1413,139374.50791673522
1722,217779.4536902961
1112,220228.78552013935
1623,194984.12512820816
1201,190461.37209876938
1513,118838.72893252983
957,247393.45127598124
1171,296813.1413571827
1145,193262.29915527077
2726,214751.29143130884
703,128583.11244883228
760,100992.67740850845
1964,142822.90596537717
2512,198291.75830787717
159,119506.84308471589
1281,189154.78094321457
468,188337.60428667255
290,121395.04829436955
665,85453.00006764384
1463,275557.3853960826
1792,214443.89927767753
923,141039.6058819706
500,252020.99304421575
1408,173343.49778513008
331,92203.30450130213
170,173677.54514766476
2192,103473.38829933223
2571,284836.514545439
2314,167863.88970325285
2647,88249.29069843052
422,429695.0475944017
2457,292093.0039535478
1838,186261.12930131503
2805,253576.9130013514
1645,162467.16135766977
1711,294022.79486739903
2825,244136.4267656038
322,351062.55100295774
2103,246518.65976148396
342,113705.30345172826
600,121191.52079177287
488,195694.6265611458
1725,304743.68535029865
2246,255458.0497089957
2847,160548.1778537398
806,259502.74956775072
530,232907.4530356559
963,175685.3103223656
2678,134453.24909395905
171,93870.9669557137
2401,402964.6362141687
805,240468.12022361963
2259,197917.1073737965
1748,200267.9935854572
1361,120880.66393424809
1677,108233.557951461
1406,145665.15021543874
2322,235221.34606519795
688,160895.2960941078
143,149822.48827567624
804,238956.15562737655
1214,162602.57341775883
2828,144485.45486128525
1999,144874.72705156525
2467,192423.3185441743
2665,153844.0795153247
1538,289917.9004839917
398,119396.89633915544
2822,149647.6856674619
2157,132595.08331821562
1856,195169.51761381084
1269,122937.59745190336
2570,127653.60424570795
2320,253201.1366138072
1517,104145.1067626464
2304,115814.97078377698
1312,100722.43932294167
2012,126660.50650644048
506,219254.0137150784
2865,189918.93707031262
2367,97860.02382629966
554,72488.1476120102
238,140293.25073414986
1954,116449.68255718375
2488,130912.1125393425
2291,107449.95675286396
1969,116336.79952397115
2725,157823.53524801694
1482,140061.63235752968
2763,198173.01576961542
503,257625.39964721873
1584,256515.6706856406
1531,158502.6142697614
2210,129848.6577928177
459,333069.138973264
556,119189.51154752167
1347,144892.01102896075
1290,86333.44184631562
1388,108252.60913832053
1571,194637.06038357748
2754,188634.2227166616
765,138331.2497873046
2494,122988.49824864026
2870,227930.0968189237
7,216916.46401861255
1114,221291.95083270737
2418,287298.8569531609
291,146343.16652660025
18,329888.8443726764
39,342046.5519273833
1001,246618.05114683762
2442,248580.262042098
616,146208.97974715257
2680,74614.38807540208
1414,149890.04972310975
289,156896.4601255825
40,226002.05798126018
860,114313.05733557031
409,122964.3284072872
673,149041.74746177084
2427,183060.92459338738
2036,172532.00130956693
2564,155632.1837689037
642,164742.17938244218
1008,188642.3135099553
1908,145837.35899508136
2519,214495.832059437
1369,84188.9030178606
2855,167117.77125179177
712,101631.36940487107
1943,126625.84798756149
1958,131663.5852359917
107,179334.64550444015
2295,144464.9138073983
704,93082.98379339452
676,132326.36222509184
259,179424.51627717886
93,303380.2473178072
106,270941.2441736082
2315,182184.2115861829
1050,116982.15409002417
1095,215012.15752780956
2709,137645.413727602
758,90601.05668377878
1496,150490.83862732616
2370,108233.557951461
2458,282561.25096974825
2733,150867.85963579317
161,280534.8272785282
726,137600.0704141236
845,204000.15825926993
947,261785.1408191771
2232,90863.73421032453
2563,160150.89786542303
2299,137224.06756837573
211,104814.84905563637
605,159770.33500020977
1478,197849.66710824243
2247,266370.475717533
2274,190560.44469398784
2869,202293.69860087722
967,216219.64287015612
2656,135067.6159976387
667,175975.84751998418
1042,97967.8530286429
2023,151660.99010608013
2447,402708.0089926316
2055,130103.15229187564
2275,305397.0321582182
2204,157717.24581116924
1563,267901.4466875856
483,192482.29310502278
796,150799.69144766557
1526,167186.37296661496
2042,117805.88326893972
442,329821.8864138714
1693,304296.4022548281
