Id,SalePrice
2658,100176.96288847901
2718,153426.26114397345
2414,200052.68374023633
1989,105139.65700330003
625,167936.11798236196
333,86640.36055925167
1327,96750.56540123835
858,159762.8755928117
95,220014.306584904
1568,164894.54369613726
2482,156984.75398475578
1364,117774.70332449568
2584,154051.73218388404
818,269291.93921711086
2673,143217.4805475138
2089,138112.51041987
1297,137861.26177528367
790,116617.69083294811
2616,198362.20455637458
720,160186.62397655254
222,151317.38833660985
557,134273.21391001824
1148,204874.5684357569
2766,179565.5503534652
534,195554.16707265298
1452,122364.31857826609
630,125387.71224824969
2648,117802.39337608435
125,172739.50138757325
1904,66260.80416906191
1670,112720.03811411724
756,103889.3147528594
717,200907.50935578352
1032,152581.9508146051
852,204827.77917545228
1731,170048.59607731627
2639,119699.41451719512
2071,89043.73977770936
1267,96220.50436005856
1851,197425.5999679045
567,147915.6065886035
2439,218742.7959928674
1898,164137.5234264462
647,152908.65258685878
2256,220526.23976963002
979,104589.34181150285
1444,215401.09182098895
2485,120570.54825665148
157,133332.3843028076
88,129077.38379378102
2003,103401.39268645941
186,207877.4424340901
1425,234042.5328675039
2695,121172.50273931609
738,114093.82339319572
395,147352.5297770899
1353,170479.3016590224
1878,145693.9809937364
390,146733.44115032098
1456,231007.97897020282
1103,312744.36185120116
1387,136025.14882276856
2070,148719.66391705343
1199,179772.8800427444
2479,178006.12685049282
501,310962.7459986785
2362,98996.16372024697
1718,219891.6992475478
2188,94430.19245950266
1483,167780.75721446337
2557,78531.93536400773
437,357741.01499168534
2224,178120.32762250357
1628,161970.87438554582
397,147699.58349482538
587,187836.85358544148
971,134566.8097962581
2611,152395.00661567535
1887,92066.76938321232
2399,365190.0068883137
2148,190630.04196272176
304,106707.72546330483
1997,138635.9155274603
2817,120349.8336890761
1431,223342.68374179912
427,318942.82266633806
263,128126.27448539049
598,166975.80816829245
2895,222020.01636323452
687,159855.5008666857
1822,144826.15143946197
2191,95506.64945231203
179,121135.8757378435
1009,196229.2326572568
2010,131292.8167257578
1991,152547.39504834084
1411,161763.2475543439
1721,240886.90570809762
1144,189843.92820804915
593,201074.41546579555
575,336535.89971426816
1249,154602.5850571418
1604,113824.32231844158
1064,412418.4606860651
1923,163007.06644757936
1988,94356.39740856583
2325,172151.64730443957
114,207317.79864554177
2700,136774.5166519062
217,102834.74745842032
343,176022.8232530424
386,235439.91047364546
2005,141309.35719021317
2908,136776.0167120514
1814,215766.43876411914
2446,516672.48016576876
208,133384.9103320416
1679,103498.84278448488
822,313637.57316253637
6,194188.7241119314
1781,366802.3169699554
2397,291500.62669132993
2340,334788.56464716245
1618,168132.2249099642
2843,134344.49480162232
1061,343849.167792693
2786,132094.19605224978
1935,148740.33723334043
1341,127159.13012667799
521,274469.01882467803
2136,133261.89459428692
996,208993.74205864628
227,147567.72863050236
135,183746.55334973155
1167,162068.52785082333
294,259475.3625242565
1776,210297.76210124095
540,171513.6890621653
1717,217254.49291024925
2303,129758.55678277888
116,185034.46947522054
127,135226.35646395973
1371,129475.05009021211
1014,150924.62232518074
1507,94167.72769222455
702,120171.9771333045
750,141132.59001629916
261,158286.5641455275
1559,71037.40487666661
577,201809.2867690324
2812,197885.72846547153
2080,156499.53608688206
1368,105146.82654874459
2376,121018.6456138008
659,95142.62508101221
1235,140173.30541696405
332,80974.00913541942
1917,135159.60242664083
2094,224304.94179640486
1460,249700.30829300277
1471,224094.65520853517
1509,129119.30572075969
1922,140218.83106442925
433,499669.1133243261
460,251855.97835411836
1116,244850.857117097
1137,174140.89964258482
53,160604.25907125117
2354,284867.71304344095
1475,189415.23338732598
1761,448607.03399709455
842,146799.36622010462
2739,153810.57465852375
2509,143856.54352651833
1007,196996.17581065852
2610,177992.5465025474
1952,90068.80102705068
2719,156962.71025185857
2921,82880.83786201601
1966,144324.37699353966
292,119057.02367633066
1204,186880.7823320966
1829,276936.6819101821
2419,191276.06940032114
391,147509.68788870377
798,110339.14690494403
481,202993.30408360795
193,209842.69102910341
555,115617.1135442702
899,66586.50462026159
2357,175321.60630339498
328,122559.35727465859
1356,132837.58458137343
1154,111561.30838547883
1730,185772.67353809706
2249,160534.2395921257
1119,285191.8661615429
