Id,SalePrice
2658,114282.81544472132
2718,158311.2808986689
2414,215146.66388150665
1989,110579.49579843885
625,174471.27938727292
333,93276.72859470027
1327,109800.81047882617
858,160645.4243135563
95,182520.6042360007
1568,160846.19533011943
2482,154193.02227312798
1364,116788.67505195469
2584,148128.90861154164
818,239982.52646574387
2673,155475.0534220302
2089,142872.06426430595
1297,138252.32542894364
790,117895.74725231183
2616,203546.92370385912
720,184976.62731486987
222,151276.98015236526
557,124964.74673956583
1148,192356.74555938263
2766,160999.6226406612
534,184833.29436653078
1452,119542.66967721294
630,132802.46572626257
2648,119098.09776433447
125,167863.64678052743
1904,64486.32985997375
1670,105047.57717258915
756,100864.14465121344
717,184752.48317657504
1032,152855.96900780717
852,206201.05271759102
1731,181940.76585754874
2639,115186.1802122828
2071,89883.95055525162
1267,115223.60309167058
1851,189501.79036798808
567,158038.7005876786
2439,204034.91914830075
1898,162859.76254903447
647,164400.91358176703
2256,211426.38957083956
979,101426.57304154593
1444,219668.98902441372
2485,113441.44912521556
157,136004.67961879968
88,129469.71393801545
2003,100988.5738331115
186,202837.45965714534
1425,226207.38278979794
2695,122125.81431019882
738,108409.70968217921
395,153140.9634788045
1353,192992.2187040567
1878,142823.42604285202
390,158230.31438405003
1456,228349.85718792715
1103,311382.30311806314
1387,131511.987197065
2070,150622.76295537074
1199,189887.43133160926
2479,181649.67305145488
501,306545.794832566
2362,92720.04573665601
1718,215318.72533235306
2188,81320.99548675069
1483,152748.57348270324
2557,88445.63496110136
437,345995.3853278007
2224,175965.18324906233
1628,169032.26268445136
397,147306.67711370473
587,195432.3255696738
971,141246.6877081155
2611,153241.3008720642
1887,105100.55929908976
2399,369902.2656484747
2148,190619.5641288597
304,111551.08132233276
1997,138978.9180544213
2817,122497.92404994914
1431,217652.41978139986
427,309000.72033665114
263,121959.83484764132
598,161908.4273605274
2895,217908.3351474052
687,160126.32698312594
1822,139475.1566451815
2191,98864.69373277025
179,122522.25911047564
1009,207728.72803769566
2010,126208.09390107002
1991,145644.3905492024
1411,161422.92808485276
1721,247394.64550541298
1144,190476.51680754128
593,233267.3671717118
575,293965.2772240311
1249,167305.6954589269
1604,123943.81860447097
1064,434243.4729979967
1923,167991.4016589858
1988,98125.75456898342
2325,177769.70885302196
114,194145.9423438971
2700,167221.28911561865
217,115279.54799655582
343,172508.96779956095
386,229178.73662361086
2005,118968.80336800737
2908,140870.5381991268
1814,228106.9508662307
2446,526758.0801318162
208,137554.46183149368
1679,101161.59118089221
822,298324.97548719036
6,190841.13474520494
1781,354741.74328846805
2397,276121.0069800753
2340,322536.5639218893
1618,174408.55680093987
2843,133673.5302611069
1061,346589.5048281326
2786,125756.95321559324
1935,146145.0428333437
1341,125706.54393312054
521,253162.05586340473
2136,126314.1984391321
996,207976.00379369027
227,143551.1019747422
135,178337.48705570473
1167,169556.0167745054
294,248157.70288338058
1776,212718.937961313
540,165387.35881837664
1717,214324.04762660307
2303,130992.29028470283
116,188785.13907124425
127,137791.04464718583
1371,128758.425742514
1014,144635.07483188063
1507,91281.58154157468
702,125142.98410563011
750,133410.93524458195
261,163115.32434534273
1559,71041.427639899
577,202062.84793103387
2812,196868.39872430798
2080,154429.86084062821
1368,107623.14680917097
2376,114533.06506983627
659,103151.41150729005
1235,140643.13807572625
332,77987.41579300126
1917,141255.66314794973
2094,234365.88209919218
1460,236568.06906340754
1471,222154.36439049826
1509,124019.60635677117
1922,140786.90520414655
433,480439.98612248735
460,243380.11846198174
1116,236824.81168010732
1137,169630.35241537614
53,165217.65409033466
2354,292967.601814786
1475,195390.7330060473
1761,523895.2863969064
842,143616.32881730644
2739,151728.98818214738
2509,161093.80821255335
1007,202296.8572289893
2610,172811.9540684352
1952,92077.97725093343
2719,164546.00339579297
2921,89061.99318040181
1966,143359.67462076736
292,125928.13217278002
1204,188687.87350953533
1829,259833.25785584297
2419,191184.12039433187
391,153142.38002720333
798,113869.75506572245
481,207780.03429159877
193,215192.34451343096
555,119552.82218648559
899,64967.884002685954
2357,185119.52637190404
328,129601.88408381747
