Id,SalePrice
2658,115422.85176768174
2718,155374.09486812507
2414,209588.27841937082
1989,108259.50297554501
625,175259.96206767732
333,93242.0529362913
1327,104510.05979759505
858,156236.18256452907
95,176097.57955933255
1568,161934.64931345935
2482,155905.77203351445
1364,118655.17658519172
2584,150274.56939902765
818,245064.0182718764
2673,154553.56617598422
2089,139849.85582802788
1297,136896.64188864114
790,117736.64450679232
2616,201114.60121806726
720,180396.21298360528
222,150701.9260361054
557,130664.15013033623
1148,192321.52246591292
2766,164848.60288937873
534,190077.1226805136
1452,119229.07436305934
630,132258.31580716016
2648,117342.10002850159
125,167000.84572699954
1904,64295.135972036325
1670,107297.81651030158
756,100617.01761728476
717,192972.45014669397
1032,153610.63253149157
852,206523.98785556864
1731,181694.7509458753
2639,116778.02280840656
2071,88743.54240269381
1267,106415.36063601315
1851,191420.00997182395
567,156800.30889495127
2439,209978.23508490034
1898,161884.79695387033
647,159407.47251949395
2256,214947.78192140092
979,104681.2428642017
1444,221395.5136520767
2485,113227.51903484139
157,134570.3870908721
88,130221.56544315754
2003,99732.08694972533
186,195458.09083098572
1425,234472.64070031996
2695,122775.10414354387
738,108739.88807979028
395,154260.04832902487
1353,185823.479521633
1878,145313.6957553156
390,160483.47763530014
1456,230902.9692876633
1103,316298.56140660576
1387,132824.79917991877
2070,148722.88138071942
1199,189622.79202708104
2479,180111.5752155673
501,303712.43251521257
2362,94329.14751278856
1718,212529.7170163876
2188,81974.84411967765
1483,154623.031684672
2557,85048.63231682437
437,342636.03934526746
2224,178993.45636891457
1628,165853.44270353744
397,146686.28982938727
587,193330.67441184603
971,138891.49876632652
2611,152409.12347212975
1887,103120.3409310046
2399,364094.36534861475
2148,191868.92022210156
304,111639.66913317627
1997,139583.9987748966
2817,124402.79974831652
1431,213958.4450189804
427,318333.519629734
263,122279.43234321164
598,166112.0098700032
2895,221288.55422759562
687,160106.5142057191
1822,139595.79946015216
2191,98713.45688935718
179,122437.0150017386
1009,207400.52050410182
2010,125437.03869047726
1991,145228.2717281951
1411,162182.44401770664
1721,240752.84135772538
1144,190668.2157681262
593,226110.18463234385
575,307942.7623089208
1249,161024.94677372597
1604,121837.73320938495
1064,423939.2326351203
1923,169686.0910623421
1988,97177.76668220793
2325,175868.50925943675
114,195311.24369384843
2700,167885.33172227757
217,110042.55696186931
343,174384.47793137725
386,231614.9576703729
2005,129854.10595126997
2908,134812.52172949433
1814,228317.19276976027
2446,517429.26644053264
208,132296.27354167364
1679,101019.33011753293
822,307665.2398268364
6,189207.70646767755
1781,363920.48722878005
2397,284711.0970940643
2340,319784.8026842725
1618,170763.77053697006
2843,134033.69142455762
1061,344965.3268356818
2786,124897.86011565092
